Assembly_No,Party_ID,TCPD_Prof_Main,MLAs_var_Party,Party_MLAs,Year,Party,pty_mla_var_perc
18,956,Agriculture,1,12,2022,ADS,8.33
18,956,Business,7,12,2022,ADS,58.33
18,956,Liberal Profession or Professional,1,12,2022,ADS,8.33
18,956,Other,1,12,2022,ADS,8.33
18,956,Politics,1,12,2022,ADS,8.33
18,956,Salaried Work or Employed,1,12,2022,ADS,8.33
18,1605,Agriculture,47,255,2022,BJP,18.43
18,1605,Business,98,255,2022,BJP,38.43
18,1605,Education,2,255,2022,BJP,0.78
18,1605,Former Government,1,255,2022,BJP,0.39
18,1605,Labourer or Daily Wage,1,255,2022,BJP,0.39
18,1605,Liberal Profession or Professional,17,255,2022,BJP,6.67
18,1605,Other,31,255,2022,BJP,12.16
18,1605,Politics,29,255,2022,BJP,11.37
18,1605,Retired or Pension,6,255,2022,BJP,2.35
18,1605,Salaried Work or Employed,16,255,2022,BJP,6.27
18,1605,Small Business or Self-employed,2,255,2022,BJP,0.78
18,1605,Social Work,3,255,2022,BJP,1.18
18,1605,Unknown,2,255,2022,BJP,0.78
18,16651,Business,1,1,2022,BSP,100
18,3482,Agriculture,1,2,2022,INC,50
18,3482,Business,1,2,2022,INC,50
18,25025,Agriculture,2,2,2022,JDL,100
18,5873,Agriculture,1,6,2022,NINSHAD,16.67
18,5873,Business,5,6,2022,NINSHAD,83.33
18,12169,Agriculture,1,8,2022,RLD,12.5
18,12169,Business,2,8,2022,RLD,25
18,12169,Liberal Profession or Professional,1,8,2022,RLD,12.5
18,12169,Politics,1,8,2022,RLD,12.5
18,12169,Retired or Pension,3,8,2022,RLD,37.5
18,18721,Agriculture,2,6,2022,SBSP,33.33
18,18721,Business,4,6,2022,SBSP,66.67
18,7425,Agriculture,32,111,2022,SP,28.83
18,7425,Business,40,111,2022,SP,36.04
18,7425,Liberal Profession or Professional,5,111,2022,SP,4.5
18,7425,Other,12,111,2022,SP,10.81
18,7425,Politics,7,111,2022,SP,6.31
18,7425,Retired or Pension,6,111,2022,SP,5.41
18,7425,Salaried Work or Employed,5,111,2022,SP,4.5
18,7425,Social Work,4,111,2022,SP,3.6
17,956,Unknown,9,9,2017,ADAL,100
17,1605,Agriculture,68,312,2017,BJP,21.79
17,1605,Business,126,312,2017,BJP,40.38
17,1605,Education,10,312,2017,BJP,3.21
17,1605,Former Government,3,312,2017,BJP,0.96
17,1605,Labourer or Daily Wage,2,312,2017,BJP,0.64
17,1605,Liberal Profession or Professional,25,312,2017,BJP,8.01
17,1605,Other,34,312,2017,BJP,10.9
17,1605,Politics,12,312,2017,BJP,3.85
17,1605,Retired or Pension,16,312,2017,BJP,5.13
17,1605,Salaried Work or Employed,7,312,2017,BJP,2.24
17,1605,Small Business or Self-employed,3,312,2017,BJP,0.96
17,1605,Social Work,5,312,2017,BJP,1.6
17,1605,Unknown,1,312,2017,BJP,0.32
17,16651,Agriculture,4,19,2017,BSP,21.05
17,16651,Business,10,19,2017,BSP,52.63
17,16651,Other,2,19,2017,BSP,10.53
17,16651,Politics,1,19,2017,BSP,5.26
17,16651,Small Business or Self-employed,1,19,2017,BSP,5.26
17,16651,Unknown,1,19,2017,BSP,5.26
17,3482,Agriculture,2,7,2017,INC,28.57
17,3482,Business,4,7,2017,INC,57.14
17,3482,Salaried Work or Employed,1,7,2017,INC,14.29
17,10809,Agriculture,2,3,2017,IND,66.67
17,10809,Social Work,1,3,2017,IND,33.33
17,5873,Unknown,1,1,2017,NINSHAD,100
17,12169,Business,1,1,2017,RLD,100
17,18721,Agriculture,2,4,2017,SBSP,50
17,18721,Business,1,4,2017,SBSP,25
17,18721,Social Work,1,4,2017,SBSP,25
17,7425,Agriculture,16,47,2017,SP,34.04
17,7425,Business,11,47,2017,SP,23.4
17,7425,Education,2,47,2017,SP,4.26
17,7425,Liberal Profession or Professional,4,47,2017,SP,8.51
17,7425,Other,5,47,2017,SP,10.64
17,7425,Politics,3,47,2017,SP,6.38
17,7425,Retired or Pension,1,47,2017,SP,2.13
17,7425,Social Work,4,47,2017,SP,8.51
