State_Name,Assembly_No,Year,month,Constituency_No,Constituency_Name,Turnout_Percentage,Vote_Share_Percentage,Constituency_Type,Electors,N_Cand,Position,Sex,Party,Votes,Elected,Margin_Percentage,Runner,Runner_Party,Runner_Sex,Nota_Percentage,Last_Party,Last_Elected,Vote_Share_Change_pct,Turnout_Change_pct,Margin_Change_pct,Party_Change
Nagaland,14,2023,3,28,KORIDANG,86.33,43.56,ST,22177,4,1,Male,BJP,8340,IMKONG L. IMCHEN,2.14,MAJ. TOSHIKABA (Retd),NPF,M,0.21,NPF,IMKONG L IMCHEN,-4.34,-4.18,1.33,BJP
Nagaland,14,2023,3,29,JANGPETKONG,87.42,55.39,ST,12883,3,1,Male,NDPP,6238,Temjenmenba,17.77,Imjongwati Longkumer,NPF,M,0.09,BJP,LONGRINEKEN,19.89,-2.89,15.06,NDPP
Nagaland,14,2023,3,30,ALONGTAKI,91.94,62.5,ST,16139,2,1,Male,BJP,9274,TEMJEN IMNA ALONG,25.26,J. LANU LONGCHAR,Janata Dal(United),M,0.26,BJP,TEMJEN IMNA ALONG,12.32,9.21,24.54,
Nagaland,14,2023,3,31,AKULUTO,0,nan,ST,10014,1,1,Male,BJP,0,KAZHETO,nan,,,,nan,BJP,KAZHETO KINIMI,nan,-89.55,nan,
Nagaland,14,2023,3,32,ATOIZU,94.2,51.83,ST,16988,2,1,Male,NCP,8294,PICTO,3.76,ER KAHULI SEMA,BJP,F,0.1,NPF,PICTO,-0.99,1.41,-2.03,NCP
Nagaland,14,2023,3,33,SURUHOTO,83.92,50.18,ST,16429,2,1,Male,NCP,6919,S. TOIHO YEPTHO,0.5,H. KHEHOVI,BJP,M,0.13,BJP,H KHEHOVI,-32.02,-4.3,-64.28,NCP
Nagaland,14,2023,3,34,AGHUNATO,85.2,52.04,ST,16087,2,1,Male,NDPP,7133,G IKUTO ZHIMOMI,4.32,HUKIYE N TISSICA,Lok Janshakti Party(Ram Vilas),M,0.23,NDPP,PUKHAYI,-3.93,8.38,-8.11,
Nagaland,14,2023,3,35,ZUNHEBOTO,84.79,80.04,ST,23460,2,1,Male,NDPP,15921,K TOKUGHA SUKHALU,60.47,AKAVI SUMI,NPF,M,0.39,NDPP,K. TOKUGHA SUKHALU,22.48,5.34,44.92,
Nagaland,14,2023,3,36,SATAKHA,84.86,53.99,ST,19371,2,1,Male,NDPP,8875,G. KAITO AYE,8.22,ZHEITO CHOPHY,Lok Janshakti Party(Ram Vilas),M,0.24,JD(U),G. KAITO AYE,6.01,2.06,-10.75,NDPP
Nagaland,14,2023,3,37,TYUI,93.48,67.83,ST,26246,4,1,Male,BJP,16641,YANTHUNGO PATTON,36.04,SENCHUMO LOTHA,Janata Dal(United),M,0.09,BJP,YANTHUNGO PATTON,12.42,0.38,21.41,
Nagaland,14,2023,3,38,WOKHA,91.12,54.64,ST,32032,3,1,Male,NCP,15949,Y MHONBEMO HUMTSOE,10.49,RENPONTHUNG EZUNG,BJP,M,0.09,NPF,DR. CHUMBEN MURRY,-1.77,7.06,-21.96,NCP
Nagaland,14,2023,3,39,SANIS,95.53,65.85,ST,23968,6,1,Male,NDPP,15076,Mhathung Yanthan,41.55,Senkathung Jami,RJD,M,0.07,NDPP,MHATHUNG YANTHAN,15.88,1.11,27.38,
Nagaland,14,2023,3,40,BHANDARI,83,54.11,ST,30875,5,1,Male,NPF,13867,ACHUMBEMO KIKON,14.01,MMHONLUMO KIKON,BJP,M,0.03,BJP,MMHONLUMO KIKON,8.32,-11.58,12.74,NPF
Nagaland,14,2023,3,41,TIZIT,93.39,52.99,ST,21072,3,1,Male,BJP,10428,P. PAIWANG KONYAK,23.39,T. THOMAS KONYAK,INC,M,0.26,BJP,P. PAIWANG KONYAK,11.86,-0.24,9.33,
Nagaland,14,2023,3,42,WAKCHING,94.85,58.56,ST,16500,2,1,Male,NDPP,9166,W CHINGANG KONYAK,17.46,M HONANG JESS,NPP,M,0.33,NPF,SHRI. Y.M.YOLLOW KONYAK,2.54,1.26,4.8,NDPP
Nagaland,14,2023,3,43,TAPI,94.5,40.14,ST,15459,4,1,Male,NDPP,5864,NOKE WANGNAO,0.56,WANGLEM KONYAK,NPF,M,0.29,NDPP,NOKE,2.06,3.21,-10.44,
Nagaland,14,2023,3,44,PHOMCHING,95.95,58.09,ST,17588,4,1,Male,BJP,9803,K Konngam Konyak,17.05,Pohwang Konyak,NCP,M,0.3,NDPP,POHWANG KONYAK,13.34,6.49,12.77,BJP
Nagaland,14,2023,3,45,TEHOK,94.39,78.55,ST,12451,6,1,Male,NDPP,9232,C.L JOHN,60.15,C KAWANG KONYAK,NPF,M,0.16,NPF,C.L JOHN,9,2.21,17.69,NDPP
Nagaland,14,2023,3,46,MON TOWN,91.33,56.71,ST,20987,2,1,Male,NCP,10870,Y MANKHAO KONYAK,13.62,ER. CHEONG KONYAK,BJP,M,0.2,NPF,N. THONGWANG KONYAK,23.45,1.44,13.45,NCP
Nagaland,14,2023,3,47,ABOI,93.98,52.79,ST,13647,3,1,Male,IND,6771,C. MANPON KONYAK,27.48,WANGKA KONYAK,RPI(A),M,0.33,NPF,ESHAK KONYAK,-1.05,-0.06,19.41,IND
Nagaland,14,2023,3,48,MOKA,96,50.7,ST,18199,3,1,Male,NPP,8857,A NYAMNYEI KONYAK,3.18,EE PANGTEANG,NDPP,M,0.14,NPF,E. E. PANGTEANG,0.3,1.54,2.21,NPP
Nagaland,14,2023,3,49,TAMLU,90.7,51.15,ST,18637,3,1,Male,IND,8646,B. Bangtick Phom,4.11,B.S. Nganlang Phom,NDPP,M,0.27,NPF,B. S. NGANLANG PHOM,8.66,-3.5,-2.07,IND
Nagaland,14,2023,3,50,LONGLENG,90,57.9,ST,32449,4,1,Male,NCP,16908,A PONGSHI PHOM,18.05,S. PANGNYU PHOM,BJP,M,0.05,BJP,S PANGNYU PHOM,16,-4.53,13.83,NCP
Nagaland,14,2023,3,51,NOKSEN,78.03,50.73,ST,13012,2,1,Male,RPI(A),5151,Y. Lima Onen Chang,1.85,H. Chuba Chang,NDPP,M,0.38,NDPP,C.M. CHANG,6.62,-8.34,-3.88,RPI(A)
Nagaland,14,2023,3,52,LONGKHIM CHARE,90.75,50.33,ST,22302,3,1,Male,BJP,10187,SETHRONKYU,8.02,MUTHINGNYUBA SANGTAM,NCP,M,0.19,NPF,MUTHINGNYUBA SANGTAM,3.32,-3.05,-1.3,BJP
Nagaland,14,2023,3,53,TUENSANG SADAR-I,81.24,63.3,ST,24576,3,1,Male,BJP,12638,P. Bashangmongba Chang,28.27,Toyang Chang,NCP,M,0.23,NPF,TOYANG CHANG,3.91,2.62,9.08,BJP
Nagaland,14,2023,3,54,TUENSANG SADAR-II,86,36.19,ST,17718,4,1,Male,RPI(A),5514,Imtichoba,2.63,K. Odibendang Chang,NDPP,M,0.23,NPF,KEJONG CHANG,-9.96,-3.02,-10.75,RPI(A)
Nagaland,14,2023,3,55,TOBU,93,51.17,ST,22322,2,1,Male,Lok Janshakti Party(Ram Vilas),10622,Naiba Konyak,2.44,N. Bongkhao Konyak,NDPP,M,0.1,NDPP,N. BONGKHAO KONYAK,-3.59,-2.35,-7.36,Lok Janshakti Party(Ram Vilas)
Nagaland,14,2023,3,56,NOKLAK,86.76,52.18,ST,18735,2,1,Male,NCP,8482,P Longon,4.52,H Haiying,BJP,M,0.15,BJP,H. HAIYING,11.56,-2.51,4.48,NCP
Nagaland,14,2023,3,57,THONOKNYU,90.32,56.06,ST,20661,3,1,Male,NPP,10462,Benei M Lamthiu,12.46,S Heno Khiamniungan,NDPP,M,0.09,NPEP,L.KHUMO KHIAMNIUNGAN,4.17,2.85,-12.55,NPP
Nagaland,14,2023,3,58,SHAMATOR CHESSORE,86,56.25,ST,18739,4,1,Male,NDPP,9065,S KEOSHU YIMCHUNGER,14.24,R TOHANBA,Lok Janshakti Party(Ram Vilas),M,0.3,NDPP,TOSHI WUNGTUNG,27.46,-0.25,12.19,
Nagaland,14,2023,3,59,SEYOCHUNG SITIMI,93.46,51.84,ST,24638,3,1,Male,NPP,11936,C. Kipili Sangtam,4.04,V. Kashiho Sangtam,BJP,M,0.29,BJP,V. KASHIHO SANGTAM,-1.16,8.16,-2.22,NPP
Nagaland,14,2023,3,60,PUNGRO KIPHIRE,90.21,53.59,ST,33298,3,1,Male,NDPP,16098,S. Kiusumew Yimchunger,7.63,T. Yangseo Sangtam,RPI(A),M,0.24,NPF,T. TORECHU,17.82,11.89,5.53,NDPP
Nagaland,13,2018,3,1,DIMAPUR-I,80.9,63.53,General,22808,3,1,Male,BJP,11721,H. TOVIHOTO AYEMI,35.77,PUKHAVI YEPTHOMI,NPF,M,1.16,NPF,TOVIHOTO AYEMI,20.58,-0.55,24.42,BJP
Nagaland,13,2018,3,2,DIMAPUR-II,74.14,56.72,ST,52179,3,1,Male,NPF,21942,MOATOSHI LONGKUMER,17.94,SUPULEBTEN,NDPP,M,1.37,INC,S.I JAMIR,18.81,-6.1,13.61,NPF
Nagaland,13,2018,3,3,DIMAPUR-III,81.14,48.82,ST,33223,4,1,Male,NPF,13162,AZHETO ZHIMOMI,7.93,TOKHEHO,NDPP,M,0.51,INC,TOKHEHO,-4.4,-5.61,-0.51,NPF
Nagaland,13,2018,3,4,GHASPANI-I,78.94,44.72,ST,66259,4,1,Male,BJP,23391,N. JACOB ZHIMOMI,4.96,Z. KASHETO YEPTHO,IND,M,0.74,IND,N.JACOB ZHIMOMI,-6.28,-8.82,2.96,BJP
Nagaland,13,2018,3,5,GHASPANI-II,86.52,47.79,ST,26455,3,1,Male,NDPP,10939,ZHALEO RIO,21.48,DR. KEVINGULIE KHRO,NPF,M,1.2,NPF,ZHALEO RIO,6.62,-2.91,12.69,NDPP
Nagaland,13,2018,3,6,TENNING,76.99,34.24,ST,26619,3,1,Male,NDPP,7018,NAMRI NCHANG,0.82,NAMDUADI RANGKAU ZELIANG,NPF,M,0.73,NPF,NAMRI NCHANG,-0.3,-14.28,-3.51,NDPP
Nagaland,13,2018,3,7,PEREN,78.2,61.66,ST,29168,2,1,Male,NPF,14064,TADITUI RANGKAU ZELIANG,23.82,IHERIE NDANG,NDPP,M,0.5,NPF,T.R.ZELIANG,6.31,-9.44,13.11,
Nagaland,13,2018,3,8,WESTERN ANGAMI,82.42,46.75,ST,16909,3,1,Male,NPF,6516,KENEIZHAKHO NAKHRO,4.98,ER.KEVISEKHO KRUSE,NDPP,M,0.71,NPF,KIYANILIE PESEYIE,2.56,-0.53,-2.42,
Nagaland,13,2018,3,9,KOHIMA TOWN,72.64,54.84,ST,31641,2,1,Male,NDPP,12605,DR.NEIKIESALIE NICKY KIRE,10.32,DR.TSEILHOUTUO RHUTSO,NPF,M,0.64,NPF,DR. NEIKIESALIE NICKY KIRE,-8.97,-8.38,-17.3,NDPP
Nagaland,13,2018,3,10,NORTHERN ANGAMI-I,76.95,59.32,ST,17047,2,1,Male,NPF,7782,KHRIEHU LIEZIETSU,19.18,DR.KEKHRIELHOULIE YHOME,NDPP,M,0.53,NPF,KHRIEHU LIEZIETSU,1.77,-10.1,4.08,
Nagaland,13,2018,3,11,NORTHERN ANGAMI-II,0,nan,ST,21006,1,1,Male,NDPP,1,NEIPHIU RIO,nan,,,,nan,NPF,NEIPHIU RIO,nan,-93.98,nan,NDPP
Nagaland,13,2018,3,12,TSEMINYU,90.05,36.05,ST,24411,4,1,Male,NDPP,7925,R. KHING,3.93,ER. LEVI RENGMA,NPEP,M,0.09,IND,ER. LEVI RENGMA,-1.57,-5.88,0.79,NDPP
Nagaland,13,2018,3,13,PUGHOBOTO,93.31,49.99,ST,13416,3,1,Male,NPF,6258,Y. VIKHEHO SWU,0.56,DR. SUKHATO A. SEMA,BJP,M,0.14,NPF,Y. VIKHEHO SWU,-9.43,-1,-18.29,
Nagaland,13,2018,3,14,SOUTHERN ANGAMI-I,84.87,51.21,ST,13394,4,1,Male,NDPP,5821,VIKHO-O YHOSHÜ,18.31,MEDOKUL SOPHIE,NPEP,M,0.92,NPF,VIKHO-O YHOSHU,-17,-7.17,-18.11,NDPP
Nagaland,13,2018,3,15,SOUTHERN ANGAMI-II,82.23,52.55,ST,17504,2,1,Male,NDPP,7563,ZALE NEIKHA,5.36,ER. KROPOL VITSU,NPF,M,0.26,NPF,KROPOL VITSU,-14.7,-10.29,-29.14,NDPP
Nagaland,13,2018,3,16,PFUTSERO,81.92,36.87,ST,20622,4,1,Male,NDPP,6228,NEIBA KRONU,7.78,THENUCHO,NPF,M,0.31,NPF,NEIBA KRONU,4.64,-11.9,4.44,NDPP
Nagaland,13,2018,3,17,CHIZAMI,89.15,43.09,ST,17084,5,1,Male,NPF,6563,KEZHIENYI KHALO,2.65,KEVECHUTSO DOULO,BJP,M,0.21,NPF,DEO NUKHU,8.71,-5.45,-0.02,
Nagaland,13,2018,3,18,CHAZOUBA,88.76,51.93,ST,24803,2,1,Male,NPF,11432,CHOTISUH SAZO,4.28,KUDECHO KHAMO,NDPP,M,0.42,NPF,CHOTISUH SAZO,-5.92,-5.99,-21.98,
Nagaland,13,2018,3,19,PHEK,84.63,62.41,ST,21068,3,1,Male,NPF,11127,KUZHOLUZO NIENU,27.66,KUPOTA KHESOH,NDPP,M,1.02,NPF,KUZHOLUZO NIENU,5.78,-6.06,8.43,
Nagaland,13,2018,3,20,MELURI,92.26,47.77,ST,17989,3,1,Male,NPF,7928,YITACHU,0.45,Z NYUSIETHO NYUTHE,NDPP,M,1.17,NPF,YITACHU,-16.81,-3.02,-29.35,
Nagaland,13,2018,3,21,TULI,83.44,26.64,ST,17384,7,1,Male,NPF,3865,AMENBA YADEN,6.11,L. TEMJEN JAMIR,JD(U),M,0.44,IND,AMENBA YADEN,-18.73,-8.38,-10.73,NPF
Nagaland,13,2018,3,22,ARKAKONG,87.7,43.91,ST,16379,4,1,Male,NPEP,6307,SHRI IMNATIBA,5.52,SHRI NUKLUTOSHI,NPF,M,0.37,NPF,NUKLUTOSHI,-10.73,-6.41,-3.75,NPEP
Nagaland,13,2018,3,23,IMPUR,95,50.18,ST,10178,2,1,Male,NPF,4852,DR IMTIWAPANG AIER,0.64,T N MANNEN,NDPP,M,0.28,INC,DR. IMTIWAPANG AIER,-12.81,-0.87,-25.34,NPF
Nagaland,13,2018,3,24,ANGETYONGPANG,80.34,36.84,ST,15566,5,1,Male,IND,4607,TONGPANG OZUKUM,7.6,ALEMTEMSHI JAMIR,NDPP,M,0.39,IND,S.CHUBA LONGKUMER,-3.36,-11.41,4.58,
Nagaland,13,2018,3,25,MONGOYA,84.83,50.67,ST,16014,3,1,Male,NPF,6883,NGANGSHI K AO,2.56,ALEMTEMSHI JAMIR,NDPP,M,0.12,NPF,MERENTOSHI R.JAMIR,-17.43,-2.41,-33.65,
Nagaland,13,2018,3,26,AONGLENDEN,85.42,50.24,ST,12132,2,1,Male,NDPP,5206,IMTIKUMZUK,0.85,TOSHIPOKBA,NPF,M,0.38,INC,IMTIKUMZUK,-4.5,-0.25,-8.64,NDPP
Nagaland,13,2018,3,27,MOKOKCHUNG TOWN,78.09,52.87,ST,7179,4,1,Male,NDPP,2964,METSUBO JAMIR,17.91,C. APOK JAMIR,NPF,M,0.48,INC,C.APOK JAMIR,8.2,-7.74,16.97,NDPP
Nagaland,13,2018,3,28,KORIDANG,90.51,47.9,ST,17357,3,1,Male,NPF,7525,IMKONG L IMCHEN,0.81,T CHALUKUMBA AO,NPEP,M,0.24,NPF,IMKONG L.IMCHEN,-17.67,-5.55,-30.87,
Nagaland,13,2018,3,29,JANGPETKONG,90.31,35.5,ST,11277,3,1,Male,BJP,3615,LONGRINEKEN,2.71,E.T SUNUP,NPF,M,0.44,NPF,LONGRINEKEN,2.85,1.51,1.08,BJP
Nagaland,13,2018,3,30,ALONGTAKI,82.73,50.18,ST,14407,2,1,Male,BJP,5981,TEMJEN IMNA ALONG,0.72,DR. BENJONGLIBA AIER,NPF,M,0.36,NPF,DR. BENJONGLIBA,-4.95,-10.25,-10.88,BJP
Nagaland,13,2018,3,31,AKULUTO,89.55,54.01,ST,10014,2,1,Male,BJP,4844,KAZHETO KINIMI,8.2,K KHEKAHO ASSUMI,NPF,M,0.17,INC,KHEKAHO,-5.75,-5.15,-11.32,BJP
Nagaland,13,2018,3,32,ATOIZU,92.79,52.82,ST,15594,2,1,Male,NPF,7643,PICTO,5.79,K.L.CHISHI,BJP,M,0.15,IND,PICTO,-5.32,-3.14,-15.51,NPF
Nagaland,13,2018,3,33,SURUHOTO,88.22,82.2,ST,14977,2,1,Male,BJP,10860,H KHEHOVI,64.78,DR. KAITO JAKHALU,NPF,M,0.39,NPF,SHETOYI,30.7,-6.44,61.78,BJP
Nagaland,13,2018,3,34,AGHUNATO,76.82,55.97,ST,14881,2,1,Male,NDPP,6399,PUKHAYI,12.43,HUKIYE N TISSICA,NPF,M,0.48,NPF,PUKHAYI,3.05,-11.45,6.6,NDPP
Nagaland,13,2018,3,35,ZUNHEBOTO,79.45,57.56,ST,20621,2,1,Male,NDPP,9430,K. TOKUGHA SUKHALU,15.55,HUKAVI ZHIMOMI,NPF,M,0.43,INC,S. HUKAVI ZHIMOMI,21.29,-7.92,14.08,NDPP
Nagaland,13,2018,3,36,SATAKHA,82.8,47.98,ST,16189,3,1,Male,JD(U),6431,G. KAITO AYE,18.97,ZHEITO CHOPHY,NPF,M,0.94,NPF,G. KAITO,-26.6,-8.16,-30.2,JD(U)
Nagaland,13,2018,3,37,TYUI,93.1,55.41,ST,22695,4,1,Male,BJP,11709,YANTHUNGO PATTON,14.63,YANKITHUNG YANTHAN,NPF,M,0.15,NPF,Y.PATTON,-1.7,-2.04,-12.82,BJP
Nagaland,13,2018,3,38,WOKHA,84.06,56.41,ST,31361,3,1,Male,NPF,14870,DR. CHUMBEN MURRY,32.45,Y. MHONBEMO HUMTSOE,JD(U),M,1.22,NCP,DR. T.M. LOTHA,5.35,-9.65,27.84,NPF
Nagaland,13,2018,3,39,SANIS,94.42,49.97,ST,22357,6,1,Male,NDPP,10548,MHATHUNG YANTHAN,14.17,RAMONGO LOTHA,JD(U),M,0.15,IND,N.THOMAS LOTHA,17.78,-3.24,6.93,NDPP
Nagaland,13,2018,3,40,BHANDARI,94.58,45.79,ST,25876,5,1,Male,BJP,11205,MMHONLUMO KIKON,1.27,ACHUMBEMO KIKON,NPF,M,0.39,NCP,MMHONLUMO,12.39,-2.92,0.23,BJP
Nagaland,13,2018,3,41,TIZIT,93.63,41.13,ST,18127,5,1,Male,BJP,6981,P. PAIWANG KONYAK,14.06,Y. WANGTO KONYAK,IND,M,0.41,BJP,P. PAIWANG KONYAK,-5.8,1.68,-3.47,
Nagaland,13,2018,3,42,WAKCHING,93.59,56.02,ST,14892,2,1,Male,NPF,7808,SHRI. Y.M.YOLLOW KONYAK,12.66,SHRI. M.C.KONYAK,NDPP,M,0.62,IND,Y.M. YOLOW,1.06,-1.73,2.75,NPF
Nagaland,13,2018,3,43,TAPI,91.29,38.08,ST,12322,5,1,Male,NDPP,4284,NOKE,11,N.APHOA KONYAK,JD(U),M,0.32,NPF,NOKE,-15.68,3.02,-9.58,NDPP
Nagaland,13,2018,3,44,PHOMCHING,89.46,44.75,ST,16513,4,1,Male,NDPP,6611,POHWANG KONYAK,4.28,K. KONNGAM KONYAK,NPF,M,1.54,NPF,POHWANG,-11.12,-7.4,-8.69,NDPP
Nagaland,13,2018,3,45,TEHOK,92.18,69.55,ST,11640,4,1,Male,NPF,7463,C.L JOHN,42.46,ER C KAWANG KONYAK,BJP,M,0.44,NPF,C.L. JOHN,-7.74,0.78,-13.41,
Nagaland,13,2018,3,46,MON TOWN,89.89,33.26,ST,18159,4,1,Male,NPF,5429,N. THONGWANG KONYAK,0.17,Y. MANKHAO KONYAK,NDPP,M,0.69,NPF,N. THONGWANG,-4.04,-2.54,-1.32,
Nagaland,13,2018,3,47,ABOI,94.04,53.84,ST,11921,2,1,Male,NPF,6036,ESHAK KONYAK,8.07,AWAN KONYAK,NDPP,F,0.38,INC,ESHAK KONYAK,10.5,-0.26,1.54,NPF
Nagaland,13,2018,3,48,MOKA,94.46,50.4,ST,16141,2,1,Male,NPF,7684,E. E. PANGTEANG,0.97,K. KIKO KONYAK,NDPP,M,0.18,NPF,E.E. PANGTEANG,-14.25,-1.99,-28.32,
